Unnamed: 0,Unnamed: 1,名詞短語,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,動詞短語,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,介詞短語,Unnamed: 14,句子,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
C18031,等一下.,,,,,,,,,,,1,,,,,,,,,
A06025,對煮一下.,,,,,,,,,,,1,,,,,,,,,
A06091,等一下.,,,,,,,,,,,1,,,,,,,,,
A09010,你要吃一口很苦的藥.,,1,,1,,,,,,,1,,,,,,,,,
A09011,沒關係吃一口就好.,,,,,,,,,,,1,,,,,,,,1,
A09015,我擦一下.,,,,,,,,,,,1,,,,,,,,,
A09024,我想可以再玩一次.,,,,,,,,,,,1,,,,,,,,,1
A09065,那我幫你多吃一點藥.,,1,,,,,,,,,1,,,,,,1,,,
A09073,等一下.,,,,,,,,,,,1,,,,,,,,,
A09074,那你還要再吃一點藥嗎?,,,,,,,,,,,1,,,,,,,,,
A09075,那你就吃一口就好.,,1,,,,,,,,,1,,,,,,,,1,
A09086,不是啦擦一點藥.,,1,,,,,,,,,1,,,,,,,,,
A09087,欸你幫他扶一下啦!,,,,,,,,,,,1,,,,,,1,,,
A09088,幫你看一下.,,,,,,,,,,,1,,,,,,1,,,
A09091,呵呵又要吃要吃一口藥!,,1,,,,,,,,,1,,,,,,,,,
A09094,等一下再量.,,,,,,,,,,,1,,,,,,,,,
A10092,那你再加工努力一下.,,,,,,,,,,,1,,,,,,1,,,
A26078,等一下.,,,,,,,,,,,1,,,,,,,,,
A31047,要戴一下.,,,,,,,,,,,1,,,,,,,,,
A36020,等一下.,,,,,,,,,,,1,,,,,,,,,
A36048,等一下.,,,,,,,,,,,1,,,,,,,,,
A36050,等一下.,,,,,,,,,,,1,,,,,,,,,
A36051,等一下.,,,,,,,,,,,1,,,,,,,,,
A36057,因為我把這個換一下.,1,,,,,,,,,,1,,,1,,,,1,,
A36072,等一下.,,,,,,,,,,,1,,,,,,,,,
A04t2001,再講一次.,,,,,,,,,,,1,,,,,,,,,
A05039,我找一下啊.,,,,,,,,,,,1,,,,,,,,,
A05041,嗯我找一下.,,,,,,,,,,,1,,,,,,,,,
A05047,嗯我看一下.,,,,,,,,,,,1,,,,,,,,,
A05057,好我看一下.,,,,,,,,,,,1,,,,,,,,,
A05064,好了我看一下喔.,,,,,,,,,,,1,,,,,,,,,
A05068,我看一下喔.,,,,,,,,,,,1,,,,,,,,,
A05098,一天吃三次.,,,,,,,,,,,1,,,,,,,,,
A07021,這個我看一下.,1,,,,,,,,,,1,,,,,,,,,
A29t2074,等一下喔.,,,,,,,,,,,1,,,,,,,,,
A29t2079,等一下.,,,,,,,,,,,1,,,,,,,,,
A29t2099,再玩一次.,,,,,,,,,,,1,,,,,,,,,
F01014,等一下喔.,,,,,,,,,,,1,,,,,,,,,
F01057,我這樣拉一下會搖.,,,,,,,,,,,1,,,,,,,,1,
F03054,吐五次.,,,,,,,,,,,1,,,,,,,,,
F03066,就是呢中午塗一次晚上塗一次早上塗一次.,,,,,,,,,,,1,,,,,,,,,
F03070,等一下.,,,,,,,,,,,1,,,,,,,,,
F03081,等一下.,,,,,,,,,,,1,,,,,,,,,
B01026,再來一次.,,1,,,,,,,,,1,,,,,,,,,
B20088,出來一點.,,,,,,,,1,,,1,,,,,,,,,
B25003,等一下.,,,,,,,,,,,1,,,,,,,,,
B35041,找一下.,,,,,,,,,,,1,,,,,,,,,
B35066,等一下.,,,,,,,,,,,1,,,,,,,,,
B42017,然後再張開嘴巴一下.,,,,,,,1,,,,1,,,,,,,,,
B42059,嗯明天再來一下小熊維尼.,,,,,,,,,,,1,,,,,,,,,
B42061,那那還再來一下下.,,,,,,,,,,,1,,,,,,,,,
B42070,等一下.,,,,,,,,,,,1,,,,,,,,,
B42074,嗯小豬好了你幫我戴一下.,,,,,,,,,,,1,,,,,,1,,,
B28t2010,然後我再量一次.,,,,,,,,,,,1,,,,,,,1,,
B28t2029,再量一次.,,,,,,,,,,,1,,,,,,,,,
B28t2040,然後再量體溫一次.,,,,,,,,,,,1,,,,,,,1,,
B28t2047,然後再量體溫一次.,,,,,,,,,,,1,,,,,,,1,,
B28t2054,剪一下.,,,,,,,,,,,1,,,,,,,,,
B28t2056,還要再量一次.,,,,,,,,,,,1,,,,,,,,,
G03052,那你就要打四次.,,,,,,,,,,,1,,,,,,,,,
G03053,如果你要打針的話那你就可以打一次.,,,,,,,,,,,1,,,,,,,1,,
G14048,等一下.,,,,,,,,,,,1,,,,,,,,,
10_TP_t3021,另外一邊.,,,,,1,,,,,,,,,,,,,,,
10_TP_t3027,在我的後面.,,,,1,1,,,,,,,,,,,,,,,
10_TP_t3045,還要放這裡.,,,,,1,,,,,,,,,,,,,,,
10_TP_t3064,這裡.,,,,,1,,,,,,,,,,,,,,,
10_TP_t3066,上面.,,,,,1,,,,,,,,,,,,,,,
10_TP_t3069,上面.,,,,,1,,,,,,,,,,,,,,,
14_TP_t3042,從這裡.,,,,,1,,,,,,,,,,,,,,,
14_TP_t3069,這裡這裡.,,,,,1,,,,,,,,,,,,,,,
14_TP_t3070,這裡.,,,,,1,,,,,,,,,,,,,,,
14_TP_t3072,過來這裡.,,,,,1,,,,,,,,,,,,,,,
14_TP_t3097,走在後面.,,,,,1,,,,,,,,1,,,,,,,
D03007,這邊的火車好了.,,,,1,1,,,,,,,,,,,,,,,
D03019,我可以加在這邊嗎?,,,,,1,,,,,,,,,,,,,,,
D03092,他是在這裡嗎?,,,,,1,,,,,,,,1,,,,,,,
D03094,這裡嗎?,,,,,1,,,,,,,,,,,,,,,
D03097,這裡啊.,,,,,1,,,,,,,,,,,,,,,
D06056,這是放哪裡?,,,,,1,,,,,,,,,,,,,,,
D06072,這是哪裡?,,,,,1,,,,,,,,,,,,,,,
D06074,在哪邊?,,,,,1,,,,,,,,,,,,,,,
D09011,這邊再兩個人.,1,,,,1,,,,,,,,,,,,,,,
D09012,這邊再做.,,,,,1,,,,,,,,,,,,,,,
D09060,這這邊可以按.,,,,,1,,,,,,,,,,,,,,,
D09064,裡面這邊就是膠帶黏起來.,,,,,1,,1,,,,,,,,,,,,,
D09067,這邊要螺絲.,,,,,1,,,,,,,,,,,,,,,
D10098,這裡.,,,,,1,,,,,,,,,,,,,,,
D12002,他可以坐在這裡.,,,,,1,,,,,,,,1,,,,,,,
D12027,還有放推車裡.,,,,,1,,,,,,,,,,,,,,,
D12060,這個放這裡.,1,,,,1,,,,,,,,,,,,,,,
D12083,房子裝在這裡.,,,,,1,,,,,,,,1,,,,,,,
D12087,放這裡.,,,,,1,,,,,,,,,,,,,,,
D14011,這裡.,,,,,1,,,,,,,,,,,,,,,
D14021,他們在這裡.,,,,,1,,,,,,,,,,,,,,,
D14029,放在這邊.,,,,,1,,,,,,,,1,,,,,,,
D14076,我這邊沒有位置哇.,,,,,1,,,,,,,,,,,,,,,
D16013,在這邊.,,,,,1,,,,,,,,,,,,,,,
D16036,那邊還有花花.,,,,,1,,,,,,,,,,,,,,,
D16055,他要在這邊.,,,,,1,,,,,,,,,,,,,,,
D16059,去鐵路上載客人.,,,,,1,,,,,,,,,,,,1,,,
D16068,在這邊休息.,,,,,1,1,,,,,,1,,,,,,,,
D21093,這邊.,,,,,1,,,,,,,,,,,,,,,
E01029,它裡面有冰箱.,,,,,1,,,,,,,,,,,1,,,,
E01036,嗯因為牠這邊有個耳朵所以像兔子.,1,,,,1,,,,,,,,,,,1,,1,,
E01037,但是牠這邊有耳朵不是.,,,,,1,,,,,,,,,,,,,1,,
E01045,這邊.,,,,,1,,,,,,,,,,,,,,,
E01064,他嘴巴是這邊對不對?,,,,,1,,,,,,,,,,,,,,,
E01075,我抱他剪到這邊.,,,,,1,,,,,,,,1,,,,1,,,
E01095,然後這下面勒?,,,,,1,,,,,,,,,,,,,,,
E03010,然後這邊是停車場.,,,,,1,,,,,,,,,,,,,,,
E03011,這裡.,,,,,1,,,,,,,,,,,,,,,
E03032,就這裡這樣.,,,,,1,,,,,,,,,,,,,,,
E03048,這也可以從這邊進來呀!,,,,,1,,,1,,,,1,,,,,,,,
E03064,這裡.,,,,,1,,,,,,,,,,,,,,,
E03066,但他剛剛在這裡跌倒了.,,,,,1,1,1,,,,,1,,,,,,,,
E05018,這裡不用門.,,,,,1,,,,,,,,,,,,,,,
E05032,不要他們家裡只有一個鹽巴.,1,,,,1,,,,,,,,,,,,,,,
E05037,這邊都是睡覺的.,,,1,,1,,,,,,,,,,,,,,,
E05039,煮飯旁邊要有一個鍋子.,1,,,,1,,,,,,,,,,,1,,,,
E05060,有啊這裡.,,,,,1,,,,,,,,,,,,,,,
E05061,在頭上.,,,,,1,,,,,,,,,,,,,,,
E05077,還有這裡.,,,,,1,,,,,,,,,,,,,,,
E06012,放我這邊.,,,,,1,,,,,,,,,,,,,,,
E06019,要擦這裡.,,,,,1,,,,,,,,,,,,,,,
E06033,要剪剪剪到最裡面.,,,,,1,,,,,,,,1,,,,,,,
E06034,這裡.,,,,,1,,,,,,,,,,,,,,,
E06045,這裡.,,,,,1,,,,,,,,,,,,,,,
E06055,要放這裡.,,,,,1,,,,,,,,,,,,,,,
E12005,這裡.,,,,,1,,,,,,,,,,,,,,,
E12075,在這裡森林.,,,,,1,,,,,,,,,,,,,,,
E12078,這裡啊.,,,,,1,,,,,,,,,,,,,,,
E12082,這裡啊.,,,,,1,,,,,,,,,,,,,,,
E12090,他床在這裡.,,,,,1,,,,,,,,,,,,,,,
E12091,他的被在這裡.,,,,1,1,,,,,,,,,,,,,,,
E12097,姐姐要躺在這裡.,,,,,1,,,,,,,,1,,,,,,,
E12099,從哪裡打開.,,,,,,,1,,,,,,,,,,,,,
E16004,那裡.,,,,,1,,,,,,,,,,,,,,,
E16053,這個在上面.,1,,,,1,,,,,,,,,,,,,,,
E16086,從上面飛過去.,,,,,1,,,1,,,,1,,,,,,,,
E16087,還有這裡.,,,,,1,,,,,,,,,,,,,,,
E16099,這是哪裡的?,,,1,,1,,,,,,,,,,,,,,,
E16100,這裡嗎?,,,,,1,,,,,,,,,,,,,,,
E21011,這裡!,,,,,1,,,,,,,,,,,,,,,
E21016,哪裡?,,,,,1,,,,,,,,,,,,,,,
E21033,我這裡也有哇!,,,,,1,,,,,,,,,,,,,,,
E21034,我這裡還有欸.,,,,,1,,,,,,,,,,,,,,,
E21036,欸這裡還有!,,,,,1,,,,,,,,,,,,,,,
E21089,這裡嗎?,,,,,1,,,,,,,,,,,,,,,
E21090,是這裡的嗎?,,,1,,1,,,,,,,,,,,,,,,
E22060,圓圈圈的是上面.,,,1,,1,,,,,,,,,,,,,,,
E22061,然後小的是這裡.,,,1,,1,,,,,,,,,,,,,1,,
E22074,把那個水吸進去軌道裡面.,1,,,,1,,,1,,,,,,1,,,,,,
E22079,鐵軌上.,,,,,1,,,,,,,,,,,,,,,
E22097,這裡開到基隆.,,,,,1,,,,,,,,1,,,,,,,
E22098,在從這裡開到瑞芳.,,,,,1,,,,,,,,1,,,,,,,
C03022,在這裡!,,,,,1,,,,,,,,,,,,,,,
C05007,這後面的,,,,,1,,,,,,,,,,,,,,,
C05045,王子在這裡.,,,,,1,,,,,,,,,,,,,,,
C05047,兩根大的放在這裡.,,1,1,,1,,,,,,,,1,,,,,,,
C05094,那我要打他哪裡?,,,,,1,,,,,,,,,,,,,,,
C09061,按這裡.,,,,,1,,,,,,,,,,,,,,,
C09071,然後跟我想到去拼在這裡不是.,,,,,1,,1,,,,,,1,,,,1,,,1
C09074,嗯我要拼在這上面.,,,,,1,,,,,,,,1,,,,,,,
C09076,我不知道這放哪裡.,,,,,1,,,,,,,,,,,,,,,
C09079,啊我想到了我們拼在這上面就好了!,,,,,1,,1,,,,,,1,,,,,,1,1
C09081,應該是他在這裡.,,,,,1,,,,,,,,,,,,,,,
C09094,這裡.,,,,,1,,,,,,,,,,,,,,,
C12013,這裡面沒有ad的擦藥欸.,,,,,1,,,,,,,,,,,1,,,,
C13019,放這邊.,,,,,1,,,,,,,,,,,,,,,
C13021,這裡.,,,,,1,,,,,,,,,,,,,,,
C13048,這個放這裡.,1,,,,1,,,,,,,,,,,,,,,
C13080,這邊啊.,,,,,1,,,,,,,,,,,,,,,
C13091,這裡.,,,,,1,,,,,,,,,,,,,,,
C14023,你要在這邊很久.,,,,,1,,,,,,,,,,,,,,,
C14059,然後在這邊很久.,,,,,1,,,,,,,,,,,,,,,
C14071,藥膏在這邊.,,,,,1,,,,,,,,,,,,,,,
C14089,做家裡.,,,,,1,,,,,,,,,,,,,,,
C14090,家裡這樣子做.,,,,,1,,,,,,,,,,,,,,,
C18086,坐這裡.,,,,,1,,,,,,,,,,,,,,,
C18087,蓋這裡呀!,,,,,1,,,,,,,,,,,,,,,
C18090,這裡呀.,,,,,1,,,,,,,,,,,,,,,
C18096,欸這邊!,,,,,1,,,,,,,,,,,,,,,
A06018,前面也一樣.,,,,,1,,,,,,,,,,,,,,,
A06021,前面這是半圓形的.,,,1,,1,,,,,,,,,,,,,,,
A06080,這裡這一個!,1,,,,1,,,,,,,,,,,,,,,
A06087,我要整個放在這邊好不好?,,,,,1,,,,,,,,1,,,,,,,
A06088,放在這邊旁邊.,,,,,1,,,,,,,,1,,,,,,,
A06098,上面我不想擺了欸.,,,,,1,1,,,,,,,,,,,,,,
A09016,擦這裡.,,,,,1,,,,,,,,,,,,,,,
A09060,欸他哪裡要啊?,,,,,1,,,,,,,,,,,,,,,
A09061,這裡好了.,,,,,1,,,,,,,,,,,,,,,
A09064,你哪裡痛?,,,,,1,,,,,,,,,,,,,,,
A09098,把這聽診器先放下面.,,,,,1,,,,,,,,,1,,,,,,
A10016,他翻過來還有一面.,,,,,1,,,1,,,,,,,,,,,,
A10062,嗯但是三角形這邊啊.,,,,,1,,,,,,,,,,,,,,,
A10081,外面是一艘船.,,1,,,1,,,,,,,,,,,,,,,
A10082,裡面他是城堡可以給公主住.,,,,,1,,,,,,,1,,,,,1,,,
A10091,公主就可以在裡面跳舞.,,,,,1,,,,,,,1,,,,,,,,
A10096,但是要兩邊都是圓的,,,1,,1,,,,,,,,,,,,,1,,
A12011,只是放在這裡面.,,,,,1,,,,,,,,1,,,,,,,
A12072,你看我的平板在這邊.,,,,1,1,,,,,,,,,,,,,,,
A12073,在這邊.,,,,,1,,,,,,,,,,,,,,,
A12094,這邊有一個東西.,1,,,,1,,,,,,,,,,,1,,,,
A12095,這邊啊!,,,,,1,,,,,,,,,,,,,,,
A26019,貼在這個上.,1,,,,1,,,,,,,,1,,,,,,,
A26051,把我肚子夾到垃圾桶裡.,,,,,1,,,,,,,,1,1,,,,,,
A26061,丟到垃圾桶裡.,,,,,1,,,,,,,,1,,,,,,,
A26082,就是我先把球球放進肚子裡.,,,,,1,,,1,,,,,,1,,,,,,
A30008,這裡.,,,,,1,,,,,,,,,,,,,,,
A30041,這邊有一個這個.,1,,,,1,,,,,,,,,,,1,,,,
A30042,它在這邊.,,,,,1,,,,,,,,,,,,,,,
A30069,我想要拿這邊一個長形.,1,,,,1,,,,,,,,,,,,,,,1
A31020,那個他前面上車的樓梯.,1,,,1,1,,,,,,,,,,,,,,,
A31022,我從這邊上去到這邊到這邊.,,,,,1,,,1,,,,1,,,,,,,,
A31024,司機在裡面開車.,,,,,1,,,,,,,1,,,,,,,,
A31028,這邊.,,,,,1,,,,,,,,,,,,,,,
A31048,聽這邊啊.,,,,,1,,,,,,,,,,,,,,,
A31068,這邊.,,,,,1,,,,,,,,,,,,,,,
A31069,這邊.,,,,,1,,,,,,,,,,,,,,,
A31070,是這邊嗎?,,,,,1,,,,,,,,,,,,,,,
A31074,來試試看這邊.,,,,,1,1,,,,,,,,,,,,,,
A31082,哪邊?,,,,,1,,,,,,,,,,,,,,,
A31084,在這邊.,,,,,1,,,,,,,,,,,,,,,
A31086,牠在哪邊?,,,,,1,,,,,,,,,,,,,,,
A31093,放在哪邊?,,,,,1,,,,,,,,,,,,,,,
A31095,在哪邊?,,,,,1,,,,,,,,,,,,,,,
A31096,這個要放在這邊.,1,,,,1,,,,,,,,1,,,,,,,
A31097,在這邊.,,,,,1,,,,,,,,,,,,,,,
A31100,牠在這邊.,,,,,1,,,,,,,,,,,,,,,
A36062,跌倒在哪裡?,,,,,1,1,,,,,,,,,,,,,,
A04t2009,嗯這邊.,,,,,1,,,,,,,,,,,,,,,
A04t2018,這邊有味道.,,,,,1,,,,,,,,,,,1,,,,
A04t2085,我要坐另外一邊.,,,,,1,,,,,,,,,,,,,,,
A04t2086,換這邊.,,,,,1,,,,,,,,,,,,,,,
A05021,嗯這下頭,,,,,,,,,,,,,,,,,,,,
A05022,城堡下面的還要一個正方形.,1,,1,,1,,,,,,,,,,,,,,,
A05040,積木裡面.,,,,,1,,,,,,,,,,,,,,,
A05049,這下面,,,,,1,,,,,,,,,,,,,,,
A05052,然後呢有一個紅色用在這兩個下面.,1,,,,1,,,,,,,,1,,,1,,,,
A05058,這上面這兩個上面.,1,,,,1,,,,,,,,,,,,,,,
A05065,藍色橋上面要有兩個正方形.,1,,,,1,,,,,,,,,,,1,,,,
A05071,左邊哪裡?,,,,,1,,,,,,,,,,,,,,,
A07080,這裡.,,,,,1,,,,,,,,,,,,,,,
A13t2024,花都長在泥土裡.,,,,,1,,,,,,,,1,,,,,,,
A13t2025,這裡.,,,,,1,,,,,,,,,,,,,,,
A13t2027,我這裡就蓋一個大房子.,1,,,,1,,,,,,,,,,,,,,,
A13t2044,你要裝在這裡.,,,,,1,,,,,,,,1,,,,,,,
A13t2045,因為我的花園在這裡.,,,,1,1,,,,,,,,,,,,,1,,
A13t2048,在這裡在花園.,,,,,1,,,,,,,,,,,,,,,
A13t2059,你只要這裡放正方形就好.,,,,,1,,,,,,,,,,,,,,1,
A13t2062,我覺得你應該要用長積木因為這裡是長的.,,,1,,1,,,,,,,,,,,,,1,,1
A13t2077,你應該這裡大一點然後你要用圓柱體這樣蓋上去啊.,,,,,1,,,1,,,,1,,,,,,,,
A13t2078,然後你這裡要關一點點而已關一點點啊.,,,,,1,,,,,,,,,,,,,,,
A13t2081,放在這邊.,,,,,1,,,,,,,,1,,,,,,,
A13t2093,長扁放這邊.,,,,,1,,,,,,,,,,,,,,,
A13t2094,短扁放這邊短.,,,,,1,,,,,,,,,,,,,,,
A13t2098,這個沒關係還可以放這裡.,1,,,,1,,,,,,,,,,,,,,,
A29t2022,你進去就能坐到這裡.,,,,,1,,,1,,,,,1,,,,,,,
A29t2023,然後這裡從這裡爬到最上面.,,,,,1,,,,,,,1,1,,,,,,,
A29t2024,你沒看到這裡有個洞.,1,,,,1,,1,,,,,,,,,1,,,,
A29t2029,可是如果很多人要從這裡排隊.,,,,,1,,,,,,,1,,,,,,1,,
A29t2030,如果超多人這裡也可以排.,,,,,1,,,,,,,,,,,,,1,,
A29t2033,這上面還有一個屋頂.,1,,,,1,,,,,,,,,,,1,,,,
A29t2037,我這裡還要用個屋頂.,1,,,,1,,,,,,,,,,,,,,,
A29t2046,你還可以在這兩個電梯裡面玩喔.,1,,,,1,,,,,,,,,,,,,,,
A29t2047,這兩個電梯裡面坐.,1,,,,1,,,,,,,,,,,,,,,
A29t2048,你就可以到這裡最高的地方了.,,,,1,1,,,,,,,,,,,,,,1,
A29t2049,我這裡還會再疊一個啊.,1,,,,1,,,,,,,,,,,,,,,
A29t2058,這裡是要正方形.,,,,,1,,,,,,,,,,,,,,,
A29t2062,你這個要放這裡.,1,,,,1,,,,,,,,,,,,,,,
A29t2084,耳朵旁邊這裡.,,,,,1,,,,,,,,,,,,,,,
F01022,要這裡.,,,,,1,,,,,,,,,,,,,,,
F01023,然後他就跳到這裡.,,,,,1,,,,,,,,1,,,,,,,
F01047,然後從這裡再跳到這裡再跳過來.,,,,,1,,,1,,,,1,1,,,,,,1,
F01048,就下來再跳到這裡.,,,,,1,,1,,,,,,1,,,,,,,
F01053,這裡.,,,,,1,,,,,,,,,,,,,,,
F01054,看喔這裡.,,,,,1,,,,,,,,,,,,,,,
F01070,你哪裡有玩.,,,,,,,,,,,,,,,,,,,,
F03007,一零一的底上面我要用這個.,1,,,1,1,,,,,,,,,,,,,,,
F03010,這邊有一個.,1,,,,1,,,,,,,,,,,1,,,,
F03011,這裡也有一個啊.,1,,,,1,,,,,,,,,,,1,,,,
F03014,橋有時候上面也會有這個.,1,,,,1,,,,,,,,,,,1,,,,
F03039,是藏寶盒裡面有藏寶盒.,,,,,1,,,,,,,,,,,,,,,
F03042,藏好了到這裡面看看.,,,,,1,1,1,,,,,,,,,,,,,
F03057,當客人的在這裡.,,,1,,1,,,,,,,,,,,,,,,
F03059,他在這裡先給他吃一個.,1,,,,1,,,,,,,1,,,,,,,,
B01031,可是這裡還沒有這一種的東西.,,1,,1,1,,,,,,,,,,,,,1,,
B01050,這裡我們可以進去.,,,,,1,,,1,,,,,,,,,,,,
B01051,嗯媽咪你聽我說這裡我們可以進去.,,,,,1,,,1,,,,,,,,,1,,,
B01055,這裡有電梯可以上去它幾樓的地方.,,,,1,1,,,1,,,,,,,,1,,,,
B01056,這裡也有電梯.,,,,,1,,,,,,,,,,,1,,,,
B01057,嗯這裡是到警察局的辦公室這裡是到警察局最,,,,1,1,,,,,,,,1,,,,,,,
B01063,就放在籠子裡這裡是籠子.,,,,,1,,,,,,,,1,,,,,,,
B01066,嗯這裡是籠子.,,,,,1,,,,,,,,,,,,,,,
B01072,我這裡有三塊.,,1,,,1,,,,,,,,,,,1,,,,
B01077,這邊也要一個槍.,1,,,,1,,,,,,,,,,,,,,,
B20020,因為他肚子裡面有的東西所以我把他夾出來.,,,,1,1,,,1,,,,,,1,,1,,1,,
B20062,啊我掉到水裡!,,,,,1,,,,,,,,1,,,,,,,
B20066,我們倒在手上好不好?,,,,,1,,,,,,,,1,,,,,,,
B20073,你先把這兩個放在這裡.,1,,,,1,,,,,,,,1,1,,,,,,
B20075,你再把這個放在這裡.,1,,,,1,,,,,,,,1,1,,,,,,
B20076,然後你再把這放在這裡好嗎?,,,,,1,,,,,,,,1,1,,,,,,
B20082,把他放在旁邊這邊.,,,,,1,,,,,,,,1,1,,,,,,
B20083,然後這個也是放在旁邊這邊.,1,,,,1,,,,,,,,1,,,,,,,
B20091,然後這邊疊然後換你疊.,,,,,1,,,,,,,,,,,,1,1,,
B20092,這邊啦這邊.,,,,,1,,,,,,,,,,,,,,,
B20093,然後這邊是樓梯.,,,,,1,,,,,,,,,,,,,,,
B20094,我們要蓋一個家裡.,1,,,,1,,,,,,,,,,,,,,,
B25001,這邊要拿出來.,,,,,1,,,1,,,,,,,,,,,,
B25005,這裡還是有一個大長長的.,1,,1,,1,,,,,,,,,,,,,,,
B25010,放在這裡.,,,,,1,,,,,,,,1,,,,,,,
B25024,這邊.,,,,,1,,,,,,,,,,,,,,,
B25025,這邊.,,,,,1,,,,,,,,,,,,,,,
B25027,這邊.,,,,,1,,,,,,,,,,,,,,,
B25029,這邊.,,,,,1,,,,,,,,,,,,,,,
B25031,這邊.,,,,,1,,,,,,,,,,,,,,,
B25032,這邊爬上去啊.,,,,,1,,,1,,,,,,,,,,,,
B25034,跳跳跳就可以跳到這裡.,,,,,1,,,,,,,,1,,,,,,1,
B25042,這個放這邊.,1,,,,1,,,,,,,,,,,,,,,
B25069,然後這裡住哥哥.,,,,,1,,,,,,,,,,,,,,,
B25070,然後這裡住爸爸.,,,,,1,,,,,,,,,,,,,,,
B25082,電梯在這邊.,,,,,1,,,,,,,,,,,,,,,
B25084,電梯蓋在這邊.,,,,,1,,,,,,,,1,,,,,,,
B25085,電梯也蓋在這邊.,,,,,1,,,,,,,,1,,,,,,,
B25086,然後電梯蓋在這邊吧.,,,,,1,,,,,,,,1,,,,,,,
B25089,有人坐在這裡.,,,,,1,,,,,,,,1,,,1,,,,
B35055,這個躲在這裡.,1,,,,1,,,,,,,,1,,,,,,,
B35060,放在這裡好了.,,,,,1,,,,,,,,1,,,,,,,
B35070,這裡也可以進去.,,,,,1,,,1,,,,,,,,,,,,
B35096,這裡有位子.,,,,,1,,,,,,,,,,,1,,,,
B35097,這一個放這裡.,1,,,,1,,,,,,,,,,,,,,,
B35098,這一個放這裡.,1,,,,1,,,,,,,,,,,,,,,
B35099,綠色放這裡.,,,,,1,,,,,,,,,,,,,,,
B35100,這一個放這裡.,1,,,,1,,,,,,,,,,,,,,,
B41018,咦這個這個東西我想要蓋這邊一個.,1,,,,1,,,,,,,,,,,,,,,
